,Recipe ID,Ingredients
230,ITA_04,"['1 Cup oats', '1/2 cup whole wheat flour', '1 tsp baking powder', 'A pinch of salt', '1/2 cup hung curd', 'Toppings:', '1 cup mixed vegetables (onion, bell peppers, cherry tomatoes, olives, spinach, etc.)', '1/4 cup crumbled feta or goat cheese or cottage cheese, grated', 'Fresh basil leaves for garnish', 'Pizza sauce to spread']"
231,ITA_05,"['Cream Cheese Glaze', '150 gram Softened cream cheese', '1/2 cup Greek yoghurt', '1/4 cup Powdered sugar', '2 tbsp Fresh squeezed orange juice', 'Topping Fruit:', '10  gram Diced dragon fruit', '10 gram Diced Plum', '10 gram Diced Kiwi', '10 gram Slice cherry', '10 gram Blueberry', '5 gram Mint leaves']"
232,ITA_06,"['1-2 Cups penne pasta', '2 tbsp oil', '1/2 cup cashew', '3  garlic , chopped', '3  dried red chili', '1  onion , chopped', '2  tomatoes', '2 tsp butter', '1 tsp red chili powder', '1 tsp garam masala', '1/2 tsp haldi', 'Handful fresh coriander leaves', 'Salt as per taste', 'Water']"
233,ITA_07,"['For Chili Oil:', '2 cups oil', '4-5 crushed garlic cloves', '2  Green Onions, sliced', '1 tsp sliced ginger', '2-star anise', '1 bay leave', '1 cinnamon stick', '1 tbsp sichuan peppercorns or black pepper powder', '1/2 cup chili flakes', '2 tbsp red chili powder', '2 tbsp sesame seeds', '1 tsp salt (as per taste)', 'For Butter Garlic Sauce and Main Recipe:', '2 cups al-dante spaghetti', '4 tbsp butter', '4-5 minced garlic', '1 tsp chili flakes', '1-2 tbsp light soy sauce (as per taste)', '2  green onions , chopped', 'Parmesan Cheese']"
234,ITA_08,"['400 gms pasta', '1 medium-head Cauliflower', '6 garlic cloves', '1/2 Cup milk (optional)', '1 tsp paprika', '1 tsp oregano', 'Salt and pepper to taste', '1 Cup cheese (optional), grated', 'Basil/ parsley leaves (for garnish)']"
235,ITA_09,"['140 gm  Penne', '5 gm  Garlic, sliced', '2 gm  Small red chilli, finely sliced', '7 ml  Oil', '30 gm  Roasted mushrooms', '140 gm  Cooked passata', '30 ml  Veg stock', '50 gm  Fresh cream', '15 gm  Black olives', '15 gm  Slow roasted tomato', '5 ml  Extra virgin olive oil', '3 gm  Parmesan', '1 gm  Torn basil', '1  Garlic butter ciabatta toasted']"
236,ITA_10,"['700 Ml Cold water', '1 kg Flour', '5 gram Yeast', '20 gram Salt', '200 gram Pizza dough', '70 gram Coriander pesto', '50 gram Mozzarella', '20  gram English cheddar', '80 gram Cooked chicken', '10 gram Black olives', '20 gram Red bell pepper slice', '20 gram Red onion slice', '15 gram Feta cheese', '15 gram Mix chillies', '2 gram Coriander leaves yield', '1 gram Salt & pepper', '5 ml Lemon olive oil']"
237,ITA_11,"['400 g  Mixed cherry tomatoes , on the vine', '2  Garlic cloves', '1/2 bunch of  Fresh rosemary', 'Olive oil', '6  Raw langoustines, or large king prawns, shell on', '300 g  Mussels, scrubbed, debearded', '500 g  Clams, scrubbed', '4  Medium squid, cleaned, gutted', '300 g  Cooked white crab meat', 'A pinch of Saffron', '1  Large onion', '1 heart of  Celery', '1 bulb of  Fennel', '400 g  Risotto rice', '1/2 glass  White wine, or rosé wine', '1.6 litres  Quality fish stock', '1 knob of  Butter', '30 g  Parmesan cheese', 'Extra virgin olive oil']"
238,ITA_12,"['For pasta dough:', '350 gm  Farina', '150 gm  Semola', '6  Eggs', '3 gm  Salt', 'For parmesan crumble:', '10 gm  Butter', '5 gm  Garlic', '3 gm  Chilli flakes', '25 gm  Panko bread crumb', '25 gm  Parmesan', 'For caramelised shallot puree:', '20 gm  Butter', '150 gm  Shallot, sliced', '10 gm  Caper (chopped)/ Can be switched with anchovies for meaty version', '2 gm  Chilli flakes', '1  Bay leaf', 'For finishing:', '300 gm  Spaghetti', '5 ml  Olive oil', '50 gm  Caramelized shallot puree', '60 ml  Tomato sauce', '2 gm  Flat leaf parsley', '1 gm  Salt', '15 gm  Parmesan', 'Artichoke (for garnish)', 'Spring onion/ chives (for garnish)']"
239,ITA_13,"['Oil', '1 cup  Mozzarella', '1 cup  Sweet corn', 'to taste Salt', '1  Small onion', '1  Capsicum', 'Pizza sauce', 'Cheese sauce', 'to taste Pepper']"
240,ITA_14,"['200 gms Minced Chicken', '1  Egg', '1 tsp Oregano', '2 tsp Cornflour', '1/2 cup Mozzarella Cheese', '1/2 cup Parmesan Cheese', '1/2 cup Chilli Flakes', '1 tsp Black Pepper', 'Salt To Taste', 'For Toppings:', '1  Chopped Onion', 'Jalapeno', '6-7 slices  Chicken Salami']"
241,ITA_15,"['2 Cups Shredded mozzarella cheese(200 g)', '1 tsp Dried basil', '1 tsp Dried oregano', '1 tsp Garlic powder', '50 grams or 1/4 cup  Mini pepperoni slice', 'to taste Salt', 'to taste Pepper', 'To Serve  Marinara sauce']"
242,ITA_16,"['1/2 Cups Penne Pasta', '2  Egg', '1  Onion', '1  Tomato', '1/4 cups Green capsicum', '1/2 tsp Ginger garlic paste', '1/2 tsp Red chilli powder', '1/2 tsp Garam masala powder', 'to taste Salt', '1/4 tsp Cumin seeds', '2 tsp Oil']"
243,ITA_17,"['4  Buns', '1/2 cup Chopped capsicum', '1/2 cup Chopped onions', '1 tbsp Chopped garlic', '1 cup Grated cheese', 'Italian seasoning', 'Salt as required', 'Butter']"
244,ITA_18,"['10 gms olive oil', '10 gms butter', '10 gms onion', '5 gms celery', '5 gms leeks', '1 gms chilly flakes', '20 gms green peas', '30 gms broccoli', '20 gms beans', '30 gms mint coriander pesto', '200 gms risotto', '60 gms cream', '5 gms salt', '1 gms pepper', 'For garnishing:', '1 gms mint']"
245,ITA_19,"['10 gms olive oil', '10 gms butter', '10 gms garlic , chopped', '10 gms onion, chopped', '5 gms celery, chopped', '5 gms leeks, chopped', '15 gms biryani masala', '70 gms tandoori chicken', '10 gms makhani gravy', '1 gms coriander, chopped', '1 gms mint, chopped', '200 gms risotto', '20 gms cream', '5 gms salt', '1 gms pepper', 'For garnishing:', '10 gms fried onion', '10 gms lemon wedges']"
246,ITA_20,"['1  pizza dough (2 boules)', '1  red pepper', '1/2  red onion', '1/2 cup basil pesto (purchased, homemade or vegan pesto)', '2  mozzarella cheese, shredded', 'Kosher salt']"
247,ITA_21,"['400 Gram Fettucine pasta, blanched', '150 ml Olive oil', '18 gram Onion, chopped', '15 gram Garlic, chopped', '700 gram Roma tomato (diced)', '5 gram Red pepper flakes', '20 gram Fresh basil', '60 gram Butter, unsalted', '8 gram Dried olive powder']"
248,ITA_22,"['20 gms cherry tomatoes (halved)', '100 gms bocconcini (cut in small pieces)', '30 gms fresh basil', '3-4 tsp extra virgin olive oil', '8-10 gms arqa summer lime dressing', 'to taste sea salt', 'Toothpicks / satay sticks']"
249,ITA_23,"['1.5 Cup kuttu atta', '1 tsp rock salt', '1 tbsp sugar', '1 tsp baking powder+milk', '1/2 cup mozzarella cheese fresh', '2 cups tomato, peeled', '3 tsp basil', '5 tbsp cottage cheese', '2 tbsp olive oil', 'to taste rock salt', '1/2 tsp black pepper (crushed, optional)', 'oregano (optional0', 'green chillies (optional)']"
250,ITA_24,"['3  Eggs', '250 gram Mascarpone cheese', '150 gram Sugar', '3  Long expresso coffees', '6  Ladyfinger biscuits', 'to taste Cocoa']"
251,ITA_25,"['1 (12"")  Pizza base', '50 gms pizza sauce', '110 gms mozzarella cheese', '5 gms black olive', '60 gms green capsicum', '60 gms carrots', '5 gms olive oil']"
252,ITA_26,"['250 Gram Flour T-45', '10 gram Fresh Yeast', '75 gram Castor Sugar', '155 gram Milk', '75 gram Whole Eggs', '20 gram Egg Yolks', '80 gram Butter, unsalted', '2.5 gram Bread Improver', '3.5 gram Salt', '80 gram Raisins', '80 gram Candied Orange', '35 gram Candied Lemon', '35 gram Red Cherries']"
253,ITA_27,"['450 Ml Fresh Cream', '450 ml Milk', '50 gram Sugar', '12 gram Gelatin Sheets', '6  sticks Saffron', '5 sticks Cardamom']"
254,ITA_28,"['1/8 cup Mascarpone cheese', '1 Tbsp garlic (chopped)', '1/4 cup zucchini (green)', '1/4 cup zucchini (yellow)', '1/4 cup broccoli', '2 asparagus stick', '3 lasagna sheets', '1/4 cup cream', '1 Tbsp Parmesan cheese', '1/3 cup Mozzarella cheese', 'For the White Sauce:', '1/3 cup butter', '1/2 cup all purpose flour', '1 tsp salt', '1/2 tsp nutmeg powder', '1 cup milk']"
255,ITA_29,"['2 Tbsp extra-virgin olive oil', '1 large white onion, finely chopped', '1 large clove garlic, smashed and peeled', '3 cups of lower-salt vegetable broth', '3.5 cups of whole peeled plum tomatoes, puréed (include the juice)', '1-1/2 tsp sugar', '1 sprig fresh thyme', '3 Tbsp thinly sliced fresh basil', '200 gm of white eggs', '2 Tbsp of tomato puree', 'For ravioli:', '2 A4 sheet of red fresh pasta', '6 green asparagus', '1 cup ricotta cheese', '3 Tbsp Parmesan cheese', '2 Tbsp butter', '1 cup of apple wood chips', '3 Tbsp of mix herbs (rosemary, thyme)', '1 bunch rocket', '1/3 tsp nutmeg', '1/2 Tbsp salt', '1/3 tsp pepper']"
256,ITA_30,"['150 gm pasta', '200 gm cooked chicken breast fillets, shredded', '1 tsp of toasted pine nuts', '1 bunch of rocket, shredded', '1 tsp of lemon juice', '2 Tbsp of canola oil', '1 clove garlic, crushed', 'Sea salt', 'Cracked black pepper', 'Finely grated Parmesan']"
257,ITA_31,"['1.5 litre veg stock', '25 gms - olive oil', '25 gms - butter', '50 gms - chopped onion', '2 clove garlic, crushed', '3 cups barley', '2 Tbsp freshly chopped sage', '2 tsp finely grated lemon rind', '100 gms baby spinach']"
258,ITA_32,"['100 gm penne pasta', '6 tomatoes or 1 cup tomato puree', '1 tsp chopped garlic', 'Salt and black pepper to taste', '1 Tbsp olive oil', '1 cup chorizo, chopped', 'A few sprigs fresh basil', 'Parmesan shavings']"
259,ITA_33,"['2 cups minced lamb cup', '1 tsp garlic powder', '1 tsp onion powder', '1/2 cup chopped carrot (optional)', '1/2 tsp salt', '1/2 tsp black peppercorn powder', '1 Tbsp olive oil for grilling', '1 egg', '4 Tbsp tomato sauce', '1/2 tsp basil leaf', '1 tsp Parmesan cheese']"
260,ITA_34,"['500 ml cream', '80 gm sugar', '1 tbsp gelatin', '100 ml milk', '250 gm pistachio']"
261,ITA_35,"['2 Tbsp reduced-fat mayonnaise', '2 Tbsp chopped fresh basil', '2 Tbsp extra-virgin olive oil', '8 1/2-inch eggplant slices (about 1 small)', '1/2 Tsp garlic salt', '8 slices of bread', '8 thin slices of fresh mozzarella cheese', '1/3 cup sliced jarred roasted bell peppers', '4 thin sliced onions']"
262,ITA_36,"['300 gms arborio rice', '1 litre vegetable stock', '50 gms unsalted butter', '50 gms onions, finely chopped', '10 gms garlic, chopped', '50 ml white wine', 'to taste salt', 'to taste black pepper', '75 gms parmesan cheese', '100 gms fresh tuna slab']"
263,ITA_37,"['4 eggs, full boiled and cooled', 'Salt, to taste', '1/2 tsp powdered black pepper', '1/2 tsp mustard powder', '1 Tbsp milk or mayonnaise', '1 Tbsp celery or hara dhania (coriander leaves), finely chopped', 'Salad leaves to line the serving dish']"
264,ITA_38,"['200 Gram Fusilli pasta', 'Water, for boiling', 'to taste Salt', '4 tbsp Oil', '3 medium Tomato, chopped', '1  Green chilli, , chopped', '6  Cloves of garlic, finely chopped', '1  Spring onion, chopped', '2  Onions, chopped', '2 pinches  Dried herbs', '2 tbsp Tomato sauce chilli sauce, optional', 'A few sprigs of parsley for garnish']"
265,ITA_39,"['1 Tbsp chopped onions', '1 tsp chopped garlic', '1 tsp grated ginger', '400 gm sliced button mushrooms', '4 cups chicken/ vegetable stock', 'Pinch of cinnamon powder, cayenne and nutmeg powder', '1 tsp truffle oil', '1/2 cup frothed and foamed milk to give the cappuccino effect', 'Salt and pepper to taste']"
266,ITA_40,"['450 gm refined flour + for dusting', '5 gm yeast', '1 1/2 Tbsp sugar', '1/2 tsp salt + to taste', '5 1/2 Tbsp olive oil', '1 fresh rosemary sprig', '1 large pinch chopped garlic']"
267,ITA_41,"['1 medium red bell pepper, cut into medium pieces', '1 medium yellow bell pepper, cut into medium pieces', '8-10 mushrooms, stems removed', '1 small green zucchini, cut into medium pieces', '1 small yellow zucchini, cut into medium pieces', '1 small cauliflower, separated into florets', '1 small broccoli, separated into florets', '2 medium onions, cut into medium pieces', '2-3 Tbsp refined flour', '2 1/2 cups rice flour', 'Crushed black peppercorns to taste', 'Salt to taste', '2 Tbsp lemon juice', '1 1/2 tbsp olive oil', 'Oil for deep-frying']"
268,ITA_42,"['2 medium tomatoes, finely chopped', '8-10 capers', '1 baguette, cut into slices and toasted', 'Salt to taste', 'Crushed black peppercorns to taste', '2 Tbsp chopped fresh parsley', '1 Tbsp balsamic vinegar']"
269,ITA_43,"['1 Cup ripe mango pulp', '1 cup coconut milk', '1 cup fresh cream', '1 1/2 tbsp vegetarian gelatin', '1/3 cup + 2 Tbsp castor sugar', 'Few drops of vanilla essence', '1  ripe mango, peeled', 'for garnishing Fresh mint leaves']"
270,ITA_44,"['400 gm lean, sliced lamb', '1 Tbsp Worcestershire sauce', '1 Tbsp ground papaya', '2 tsp oil', '1 tsp garlic paste', '2 diced onions', '250 gm sliced mushrooms', '2 tsp corn flour', '150 ml skimmed milk', '1 Tbsp tomato paste', '150 ml stock', 'Sliced peppers, handful', '2 tomatoes, chopped', 'To Serve:', '1 packed pasta', 'Chopped parsley']"
271,ITA_45,"['3 rashers bacon - cut into 3/4"" cubes', '4 Tbsp oil', '2 onions', '2 carrots', '1 small potato', '3 Tbsp celery sticks', '2 leeks', '250 gm tomatoes', '100 gm green beans', '2 Tbsp tomato puree', '1 Tbsp dried basil/oregano/marjoram', '2 Tbsp chopped parsley', '1 litre chicken stock', 'Salt & pepper', '25 gm small pasta', '1 bay leaf garnish parmesan / dry grated cheese', 'French bread']"
272,ITA_46,"['For the sponge:', '4 eggs - separated', '125 gm castor sugar', '125 gm flour', '1 tsp cocoa powder', 'For the fruit:', '1/2 kg assorted seasonal fruit', '1/2 kg pureed strawberries', '2-3 Tbsp icing sugar', 'For the sabayon sauce:', '3 egg yolks', '75 gm castor sugar', '100 ml orange juice']"
273,ITA_47,"['8 white prawns- deveined', '7 pods garlic- chopped', '2 Tbsp melted butter', '2.5 Tbsp white wine', '1 big lemon juice', 'Extra virgin olive oil', 'Salt and black pepper', 'Stems coriander- chopped']"
274,ITA_48,"['200 Gram Any short pasta', '2 tbsp Olive oil', '1 medium Onion, chopped', '1 tbsp Garlic (minced)', '1 cup Mixed bell peppers', '1 cup Mushrooms, sliced', '1 cup Spinach (chopped), blanched', '1 medium Eggplant', '1/2 cup Mixed olives', '1-2  Green chillies, chopped', '1 cup Tomato puree', '2 cups Mixed cheese, grated', '1 cup Cream', '1/2 cup Breadcrumbs', '150 gram Butter (cut into cubes)']"
275,ITA_49,"['For the panna cotta -', '1/2 cup water', '1 tsp gelatin', '2 1/2 cup cream', '1  Fresh vanilla pod', '1/2 cup sugar', 'For the topping:', '1/2 cup strawberries', '1/2 cup cranberries', '1/2 cup raspberries', '2 tsp balsamic vinegar', '1 tsp sugar']"
276,ITA_50,"['Oven Temp: 350F-180 C', '500 gm vegetables-cooked', '2 cups tomato puree', '1 Tbsp garlic paste', 'Salt and sugar to taste', '1 Tbsp chilli powder or to taste', '1 Tbsp oregano and basil', '2 Tbsp olive oil', '1 cup butter', '1 cup refined flour', '3 cups milk', 'Lasagne sheets', '1 cup mozarella + Cheddar Cheese-grated', '8']"
277,ITA_51,"['100 gms brinjals (cubed)', '50 gms celery', '4  Onions, sliced', '100 gms tomato puree', '1 cup olives, sliced', '1/2 cup capers', '50 gms sugar', '100 ml vinegar', '50 ml red wine', '100 ml olive oil', '50 gms carrots', '2 tbsp cocoa powder', 'to taste salt and pepper', 'Water']"
278,JPN_01,"['1.5 tbsp  Water', '1.5 tbsp  Cornstarch', '2 portion  Ramen noodles', 'For the sauce:', '1/2 cup  Water', '3 tbsp  Soy sauce', '1 tbsp  Maple syrup', '1 tbsp  Rice vinegar', '1/2 tbsp  Sesame oil', '1/2 tbsp  Chilli sauce', 'to taste Red chilli flakes', '1  Garlic clove, minced', 'For garnishing:', 'Sesame seeds', 'Scallions, chopped']"
279,JPN_02,"['50 Gram Corn, boiled', '25 gram Tempura flour', '10 gram Nori sheet, chopped', '3 gram Salt', '10 gram Water', '2 gram Garlic', '50 gram Oil (to deep fry)', '20 gram Tentsuyu']"
280,JPN_03,"['1 Cup Basmati Rice, soaked', '2 litre Milk', '1.5 cup Sugar', '2 tbsp Pistachio', '4 tbsp Almonds, chopped', '1 tsp Green Cardamoms(powdered)', '1/2 tsp Saffron', '2 tbsp Rose Water', '2 tbsp Rose Petals (dried)', '300 gram Dark Chocolate']"
281,JPN_04,"['Half sheet size of nori wrapper', '2 medium size shrimp', '15 gm chopped Jalapeno', '15 gm chopped onion', '10 gm iceberg lettuce', '100 gm sushi rice', '10 gm flying fish roe']"
282,JPN_05,"['2 Medium radishes, peeled', '1 stalk  spring onion with greens', '1 tbsp vegetable oil', '20 gms leeks (minced)', '20 gms celery (minced)', '1 tsp ginger, grated', '1/2 litre stock', '1/2  orange (juiced)', '1 tbsp miso paste, large', '1 bunch spinach leaves, chopped', '1 tsp light soya sauce', 'For the Cream:', '50 gms tofu', '1 tsp miso (A Japanese seasoning)', '1 tbsp honey', '1/2  orange (juiced)', '1 tsp orange zest', 'A pinch of togarashi pepper (A Japenese condiment, you can substitute with red chilli pepper)', 'Garnish:', 'Handful of bean sprouts']"
283,JPN_06,"['1/2 cup short grain rice', '1/4 cup spinach', '1/4 cup daikons (Japanese horse radish)', '1 carrot', '1/4 cup seaweed', '2 shitake mushrooms', '1/4 cup soya sauce', '2 Tbsp Mirin (a condiment used in japanese cuisine. A type of rice wine)', '2 Tbsp roasted sesame seeds']"
284,JPN_07,"['2 Cups Water', '1  Vegetable stock cube', '2 Tbsp Miso paste', '6 cubes  Tofu', 'Handful of  Seaweed (or spinach)']"
285,JPN_08,"['5 prawns', 'Vegetables - optional', '100 gm soba noodles', '2 Tbsp oil', '2 Tbsp onion', '2 Tbsp chopped chillies', '2 Tbsp garlic', '2 Tbsp bean sprouts and shitake mushrooms', '1 egg', '3 Tbsp Soya sauce']"
286,JPN_09,"['2 कप पानी', '1  वेजिटेबल स्टॉक क्यूब', '2 टेबल स्पून मिसो पेस्ट', '6 पीस  टोफू', 'एक मुट्ठी (आप पालक का भी इस्तेमाल कर सकते हैं)  सीवीड']"
287,KOR_01,"['2 large eggs', '1/4 cup chopped onion', '1/4 cup chopped carrot', '1 tbsp milk', 'Salt, to taste', 'Black pepper, to taste', 'Oil, as required']"
288,KOR_02,"['1  Onion (chopped)', '1  Carrot (chopped)', '1  Bell Pepper (chopped)', '1/2  Potato (chopped)', '1/2  Zucchini (chopped)', '1/2  Sweet Potato (chopped)', '5-6  Mushrooms', '3/4 cup All Purpose Flour', '1 tbsp Salt', '1 tbsp Red Chilli Flakes', '1 tsp Soy Sauce']"
289,KOR_03,"['For chicken:', '6 ((de-boned)/2  Chicken drum sticks/ Chicken breast', '2 tbsp Soy sauce', '1 tbsp Sugar', '1 tbsp Traditional corn syrup (substitution honey)', '2  tbsp Cheong ju (clear rice wine similar to Japanese  sake)', '1 stalk  Green onion', 'to taste Black pepper', 'As preference  Olive oil', 'As preference  Sesame seeds (optional), roasted', 'For marinating sauce:', '3 tbsp Gochugaru (red chili pepper flakes)', '2  Alapenos', '1/2 cup Korean pear (substitution asian pear)', '1/4  Onion', '3 tbsp Garlic', '2 tbsp Soy sauce', '1 tsp Spicy yellow mustard', '1 tbsp Sesame oil', '1 tbsp Sugar', '1 tbsp Mul yut (substitution honey)']"
290,KOR_04,"['2 Cup Cooked rice', '20-25 small Shrimp (de-veined, peeled', '1/4  Onion', '1/2 cup Cooked green peas', '2 roots  Green onion', '1-2  Egg (scrambled)', '2-3 tbsp Vegetable oil/butter', '3-4 tbsp Soy sauce', '1 tsp Sesame oil', 'to taste Salt', 'to taste Pepper']"
291,KOR_05,"['1 Kg Cabbage', '1 tbsp Salt', '2 tbsp Spring onions, finely chopped', '1 tbsp Garlic, finely chopped', '1 tbsp Ginger, finely chopped', '1 cup Soya sauce', '1 1/2 tsp Sugar', '1 cup White vinegar', '1 tbsp Chilli flakes', 'Sesame (til) oil']"
292,LEB_01,"['For Chicken Tagine:', '6-7  Saffron threads', '1/2 litre Chicken stock', '4 tbsp Olive oil', '1  Onion, chopped', '1 tsp Ginger, chopped', '2 tsp Garlic flakes', '1/2 tsp Cumin powder', '1  Preserved lemon', '1 tbsp Parsley, chopped', '1  Free chicken (joined)', 'For Couscous:', '500 gram Couscous', 'Salt', 'Pepper', '1/2 tsp Chilli powder', '1 small Pomegranate bowl', '2 tbsp Mint, chopped']"
293,MAL_01,"['15 gms dice onion', '5 gms minced garlic', '30 gms fresh coriander', '15 gms spring onion', '200 gms sole fish slice', '5 gms dark soya sauce', '5 gms black pepper (crushed), roasted', '3 gms oyster sauce', '15 ml oil', '20 gms tempura flour']"
294,MAL_02,"['1/2 Kg Long Grained Rice, boiled', '4-5 Tbsp Cooking Oil', '150 Gram Boneless Chicken (diced)', '100 Gram Prawns (deshelled)', '2 Small Onions , finely chopped', '4 Pieces Garlic, finely chopped', '4  Red Chillies (grounded)', '4-5 Tbsp Sweet Soya Sauce', 'To taste Salt', 'To taste Pepper', 'For garnishing  Fried eggs']"
295,MEX_01,"['3-4 bell peppers', '1 tbsp oil', 'Pinch of salt', '1 cup cooked rice', '3/4 cup black beans', '1/2 cup chopped tomatoes', '1/2 cup chopped onions', '1 tsp red chilli powder', '1 tsp garlic powder', '1/2 tsp cumin', '1/4 cup mozzarella cheese', 'Coriander leaves, for garnish']"
296,MEX_02,"['350 gms boneless chicken, cut into pieces', '1/4 cup yoghurt', '1 tsp tandoori masala', '1/2 tsp red chilli powder', '1/2 tsp haldi', '1/2 tsp coriander powder', 'Salt, to taste', '1 tsp lemon juice', 'Cooked rice, as required', 'onion, sliced', '1  tomato, sliced', 'Coriander leaves,, chopped', 'Lettuce, chopped', 'Tandoori sauce (optional)']"
297,MEX_03,"['2 Cup cooked rice', '½  cups rajma (red kidney beans), soaked', '1  green capsicum, finely sliced', '2 tomatoes or 2 tablespoon tomato puree/paste', '1  tomato, cut into cubes', '1 tbsp garlic, roughly chopped', '4 whole dried red chillies, soaked', '1 onion, roughly chopped', '1/2 cup corn, steamed', '2  spring onions, finely chopped', '1 tsp chilli flakes', '2 tbsp oil', 'Salt to taste', 'Grated cheese for garnish (optional)']"
298,MEX_04,"['2  chicken breasts', '2 tbsp tandoori masala', '4  tortilla wraps', '1/2 cup sour cream', 'Onions, as required', 'A handful of cilantro leaves', 'For the salsa:', '1 cup black beans', '1 cup red beans', '1  tomato, diced', '2  dry red chillies', '1  onion, diced', '2 tbsp olive oil', 'A pinch sugar', 'Salt to taste', 'Black pepper to taste', '1 tsp lemon juice']"
299,MEX_05,"['2 Cups corn kernels, steamed', '1  capsicum, finely chopped', '1/2 cup spring onion greens or 1 red onion, finely chopped', '2  green chillies, finely chopped', '2  garlic cloves, finely chopped', '1 tbsp coriander, finely chopped', '1 tbsp lime juice', '1 tsp chilli flakes', '1 tsp roasted cumin powder', '1 tsp pepper powder', '1 tbsp honey', '1 tbsp extra virgin olive oil', 'to taste Salt']"
300,MEX_06,"['3  capsicums', '350 Gram Mushrooms, sliced', '1  Onion, finely chopped', '1 Tbsp Olive oil', '1 tsp Ground cumin', '6 cloves of garlic', '1 tsp Black pepper', '1 tsp Dried oregano', '1 tsp Paprika/ chilli flakes', 'Salt to taste', '4-6  Taco shells', 'Sour cream, shredded lettuce/cabbage, salsa, avocado and lime (optional toppings)']"
301,MEX_07,"['90 gms  Paneer diced (marinated in chipotle adobo sauce)', '2 tbsp  Chipotles in adobo sauce', '1 small  Yellow onion, thinly sliced', '3  Garlic cloves, minced', '1 tsp each  Oregano, cumin, paprika, sugar', '1/2 tsp  Salt', '1/2 tsp  Pepper powder', '15 gms  Diced tomatoes', '15 gms  Blanched corn', '15 gms  Red and yellow peppers, diced', '1 tsp  Cilantro, chopped', 'For avocado guacamole:', '2  Small avocados', '1/4 cup  Diced tomatoes', '1/4 cup  Lime juice', '1/4 cup  Fresh cilantro', '4-5  Pickled jalapeno slices', '2  Garlic cloves, minced (optional)', '1/2 tsp  Salt', 'For quesadilla ingredients:', '10  Flour tortillas', '1 cup  Cheddar cheese, shredded', '1/2 cup  Italian cheese blend', '1 tbsp  Butter, salted']"
302,MEX_08,"['For burrito:', '10 gm  Olive oil', '2 pinch of  Salt', '200 gm  Basmati rice', '100 gm  Mexican curry', '50 gm  Rajma', '50 gm  Black beans', '10 gm  Taco seasoning', '20 gm  Onion julienne', '25 gm  Bell pepper julienne', '100 gm  Tomato cheese sauce', '20 gm  Cheese', '10 gm  Orange cheddar', '10 gm  Butter', 'For burrito stuffing:', '0.5 gm  Chopped garlic', '20 gm  Diced bell pepper', '20 gm  Diced onion', '70 gm  Tomato sauce', '75 gm  Onion sauce', '10 gm  Taco seasoning']"
303,MEX_09,"['For the salad:', '20 gram Foxtail (boiled)', '40 gram Quinoa (boiled)', '40 gram Cucumber (diced)', '40 gram Tomato (De-seeded and diced)', '20 gram Kidney Beans (boiled)', '15 gram Red Spinach Leaves (Flash Blanched)', '15 gram Corn Kernels (Blanched)', '40 gram Lettuce', '15 gram Pomegranate', '10 gram Sun-Dried Tomato', '10 gram Jalapenos', '5 gram Grated Processed Cheese', '1 gram Parsley Leaves (chopped)', 'For Cilantro Lime Dressing:', '2.5 gram Lemon Juice', '1  Garlic (peeled)', '30 gram Vinaigrette', '2 gram Cilantro']"
304,MEX_10,"['5-6  chicken pieces', '1 cups chicken broth', '1/2 cups rice', '1  carrot , chopped', '1  onion , chopped', '1  capsicum , chopped', '5  garlic pods', '1/4 cups cheese', '1 cups salsa', '1/2 tsp red chilli powder', '1/2 tsp pepper', 'Salt as per taste']"
305,MEX_11,"['4  Boneless chicken breasts cut into ½ inch cubes', '4  Burger buns', 'Salt to taste', '1 tsp Kashmiri red chilli powder', '1 tbsp Lemon', '3 tbsp Hung yogurt', '1 tbsp Garlic paste', '1 tbsp Ginger paste', '1/2 tsp Garam masala powder', '1 tsp Mustard oil', '1 medium Onion', 'Butter as required', 'Mayonnaise', '2 tbsp Green chutney', '1 tbsp Oil', 'Lettuce leaves a few']"
306,MEX_12,"['For Paneer Stuffing', '1 cup Cubed Paneer', '1  Red bell pepper', '1  Capsicum', '1  Yellow bell pepper', '2 tbsp Taco seasoning', '2 tbsp Lemon Juice', '2 tbsp Water to make a paste', 'Salt - adjust per taste', 'For Creamy Marinade', '1 cup Plain greek yogurt', '1/2 cup Chopped coriander', '2  Green chilies', '2 cloves  Garlic', 'Salt per taste', '12  Roti']"
307,MEX_13,"['500 gms chana kabuli', '100 gms tahina', '15 gms cooking soda', '30 gms garlic', '5 gram salt', 'Lemon salt', '3  Lemon', '50 ml olive oil', 'flat parsley, chopped', 'onion, chopped', 'chilli, chopped']"
